,sample_number,capture_number,trunk_depth_m,reference_width_m,estimated_width_m,angle_deg,error_m,percent_error
0,6.0,1448.0,1.9800000000000006,1.0,0.15006533477503572,0.3086137267281117,-0.8499346652249643,84.99346652249643
